"annee","libdip1","code_diplome","libdom","libdip2","libdip3","sexe","serieBac","regionEmploi","regionBac","repondant","statutReponse","boursier","etudeN6","etudeN18","etudeN30","poursuiteEtude","situationProN30","situationProN18","situationProN30r","situationProN18r","insertionN30","insertionN18","statutEmploiN30","statutEmploiN18","emploiStableN30","emploiStableN18","emploiPleinN30","emploiPleinN18","niveauEmploiN18","niveauEmploiN30","emploiSupIntN30","emploiSupIntN18","salaireEmploiN30","salaireEmploiN18","typeEmployeur","activiteEcoEmployeur","intituleEmploi"
2014,"Master",2210681,"DROIT, ECONOMIE, GESTION","DROIT PUBLIC","SANTE DES POPULATIONS","Homme","Scientifique",NA,"Etranger",TRUE,"internet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Master",2205905,"SCIENCES HUMAINES ET SOCIALES","PSYCHOLOGIE","PSYCHOPATHOLOGIES INTERCULTURELLES,CLINIQUE DU LIEN SOCIAL,DES SITUATIONS DE CRISES ET DES TRAUMATIS","Femme","Équivalent ou étranger","Alpes-Maritimes","Etranger",TRUE,"téléphone","Non Boursier","Dans une autre formation","Non","Non",TRUE,"En emploi","En recherche d'emploi","En emploi","En recherche d'emploi",TRUE,FALSE,"CDD",NA,FALSE,NA,TRUE,NA,NA,"ingénieur ou cadre /cat. A",TRUE,NA,1450,NA,"Fonction Publique","Santé humaine et action sociale","Psychologue clinicienne "
2014,"Master",2205701,"DROIT, ECONOMIE, GESTION","DROIT PUBLIC","METIERS DE L'ADMINISTRATION ET DES ORGANISATIONS PUBLIQUES","Femme","Équivalent ou étranger",NA,"Etranger",TRUE,"téléphone","Non Boursier","Non","Non","En doctorat (Master) / en Master (LP)",FALSE,"Ne recherche pas d'emploi",NA,"Ne recherche pas d'emploi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"LP",2006206,NA,"COMMERCE","MANAGEMENT ET COMMERCIALISATION DES BIENS ET SERVICES IMMOBILIERS","Femme","Professionel","Alpes-Maritimes","Alpes-Maritimes",TRUE,"téléphone","Non Boursier","Non","Non","Non",FALSE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"CDI","CDI",TRUE,TRUE,TRUE,TRUE,"ouvrier ou employé / cat. C","ouvrier ou employé / cat. C",FALSE,FALSE,1900,1870,"Employeurs privés","Commerce, transports, hébergement et restauration","Résponsable gestion"
2014,"Master",2202176,"SCIENCES, TECHNOLOGIES, SANTE","METHODES INFORMATIQUES APPLIQUEES A LA GESTION DES ENTREPRISES (MIAGE)","NOUVELLES TECHNOLOGIES ET DIRECTION DE PROJETS","Homme","Équivalent ou étranger",NA,"Alpes-Maritimes",TRUE,"téléphone","Non Boursier","Non","Non","Dans une autre formation",FALSE,"En emploi","Ne recherche pas d'emploi","En emploi","Ne recherche pas d'emploi",TRUE,NA,"CDD",NA,FALSE,NA,TRUE,NA,NA,"ingénieur ou cadre /cat. A",TRUE,NA,NA,NA,"Fonction Publique","Enseignement","Ingénieur de reherche"
2014,"Master",2221708,"SCIENCES, TECHNOLOGIES, SANTE","MATERIAUX","PHYSIQUE DES MATERIAUX MECANIQUES ET MODELISATION NUMERIQUE","Homme","Équivalent ou étranger",NA,"Etranger",TRUE,"internet","Non Boursier","Non",NA,"Non",NA,"En recherche d'emploi","En emploi","En recherche d'emploi","En emploi",FALSE,TRUE,NA,NA,NA,NA,NA,FALSE,"ouvrier ou employé / cat. C",NA,NA,FALSE,NA,1000,NA,NA,NA
2014,"Master",2205893,"SCIENCES HUMAINES ET SOCIALES","PSYCHOLOGIE","NEUROPSYCHOLOGIE ET PSYCHOLOGIE DU DEVELOPPEMENT","Femme","Scientifique","Alpes-Maritimes","Alpes-Maritimes",TRUE,"internet","Non Boursier","Non","Dans une autre formation","Dans une autre formation",TRUE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"Prof. libérale, indépendant,
chef d’entreprise, auto-entrepreneur","Prof. libérale, indépendant,
chef d’entreprise, auto-entrepreneur",TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,2000,2000,"Employeurs privés","Santé humaine et action sociale","NEUROPSYCHOLOGUE en libéral"
2014,"Master",2217017,"SCIENCES HUMAINES ET SOCIALES","TOURISME","HOTELLERIE INTERNATIONALE","Femme","Équivalent ou étranger",NA,"Etranger",TRUE,"internet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Master",2220493,"DROIT, ECONOMIE, GESTION","DROIT PRIVE","DROIT PRIVE FONDAMENTAL ET SCIENCES CRIMINELLES","Femme",NA,NA,"Alpes-Maritimes",TRUE,"internet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Master",2220500,"DROIT, ECONOMIE, GESTION","DROIT INTERNATIONAL ET EUROPEEN","DROIT INTERNATIONAL ET EUROPEEN PUBLIC ET PRIVE","Femme","Scientifique",NA,"Alpes-Maritimes",TRUE,"internet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Master",2216583,"DROIT, ECONOMIE, GESTION","ADMINISTRATION DES ENTREPRISES","DIRECTION D'ENTREPRISES","Homme","Équivalent ou étranger",NA,"Etranger",TRUE,"téléphone","Non Boursier","Non","Non","Non",FALSE,"En recherche d'emploi","En recherche d'emploi","En recherche d'emploi","En recherche d'emploi",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Master",2220493,"DROIT, ECONOMIE, GESTION","DROIT PRIVE","DROIT PRIVE FONDAMENTAL ET SCIENCES CRIMINELLES","Femme","Professionel",NA,"Alpes-Maritimes",TRUE,"internet","Non Boursier","En doctorat (Master) / en Master (LP)","En doctorat (Master) / en Master (LP)","En doctorat (Master) / en Master (LP)",TRUE,"En emploi",NA,"En emploi",NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Master",2216620,"DROIT, ECONOMIE, GESTION","DROIT PRIVE","DROIT DES RESPONSABILITES","Femme","Équivalent ou étranger","Alpes-Maritimes","Etranger",TRUE,"internet","Non Boursier","Non","Non","Non",FALSE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"Prof. libérale, indépendant,
chef d’entreprise, auto-entrepreneur","Prof. libérale, indépendant,
chef d’entreprise, auto-entrepreneur",TRUE,TRUE,TRUE,TRUE,"ingénieur ou cadre /cat. A","ingénieur ou cadre /cat. A",TRUE,TRUE,NA,NA,"Employeurs privés","Autres activités de service","Avocat "
2014,"Master",2216884,"SCIENCES, TECHNOLOGIES, SANTE","INGENIERIE DES TECHNOLOGIES BIOMEDICALES","INGENIERIE DES TECHNOLOGIES BIOMEDICALES","Femme","Équivalent ou étranger",NA,"Etranger",TRUE,"téléphone","Boursier","Non","Non","Non",FALSE,"En recherche d'emploi","En recherche d'emploi","En recherche d'emploi","En recherche d'emploi",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Master",2216933,"SCIENCES, TECHNOLOGIES, SANTE","SCIENCES ET TECHNIQUES DES ACTIVITES PHYSIQUES ET SPORTIVES","METIERS DE L'ENSEIGNEMENT ET DE LA FORMATION EDUCATION PHYSIQUE ET SPORTIVE","Homme","Scientifique","Alpes-Maritimes","PACA hors Alpes-Maritimes",TRUE,"internet","Non Boursier","Non","Dans une autre formation","Non",TRUE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"Vacataire","Vacataire",FALSE,FALSE,FALSE,FALSE,"ingénieur ou cadre /cat. A","ingénieur ou cadre /cat. A",TRUE,TRUE,1353,1353,"Fonction Publique","Enseignement","maitre auxiliaire en EPS"
2014,"Master",2212305,"SCIENCES, TECHNOLOGIES, SANTE","SCIENCES, TECHNOLOGIES, SANTE-INGENIERIE POUR LES SYSTEMES DE SANTE ET L'AUTONOMIE","MANAGEMENT DE LA QUALITE ET DES RISQUES","Homme","Scientifique","Alpes-Maritimes","Etranger",TRUE,"téléphone","Non Boursier","Non","Non","Non",FALSE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"CDD","CDD",FALSE,FALSE,TRUE,TRUE,"ingénieur ou cadre /cat. A","ingénieur ou cadre /cat. A",TRUE,TRUE,1850,1850,"Fonction Publique","Santé humaine et action sociale","Responsable qualité risque"
2014,"Master",2203548,"DROIT, ECONOMIE, GESTION","DROIT PRIVE","HISTOIRE DU DROIT ET CONSERVATION DU PATRIMOINE","Homme","Équivalent ou étranger",NA,"Etranger",TRUE,"internet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Master",2215860,"SCIENCES HUMAINES ET SOCIALES","ENSEIGNEMENT, EDUCATION ET FORMATION (EEF)","EDUCATION, VIE SCOLAIRE ET SITUATION DE HANDICAP","Femme","Technique ou technologique","Alpes-Maritimes","Alpes-Maritimes",TRUE,"téléphone","Non Boursier","Non","Non","Non",FALSE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"CDI","CDI",TRUE,TRUE,TRUE,TRUE,"ingénieur ou cadre /cat. A","ingénieur ou cadre /cat. A",TRUE,TRUE,2500,2500,"Fonction Publique","Administration publique (hors enseignement)","RESPONSABLE FORMATION"
2014,"Master",2210683,"DROIT, ECONOMIE, GESTION","DROIT PUBLIC","POLITIQUE DE LA VILLE","Homme","Équivalent ou étranger",NA,"Etranger",TRUE,"internet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Master",2217017,"SCIENCES HUMAINES ET SOCIALES","TOURISME","HOTELLERIE INTERNATIONALE","Femme","Équivalent ou étranger",NA,NA,TRUE,"internet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Master",2210681,"DROIT, ECONOMIE, GESTION","DROIT PUBLIC","SANTE DES POPULATIONS","Femme","Littéraire",NA,"Etranger",TRUE,"internet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Master",2216926,"SCIENCES, TECHNOLOGIES, SANTE","SCIENCES DE LA VIE ET DE LA SANTE","IMAGERIE ET SYSTEMES APPLIQUES EN BIOLOGIE","Homme","Scientifique",NA,"Hors PACA",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Master",2220735,"ARTS, LETTRES, LANGUES","INFORMATION ET COMMUNICATION","DISPOSITIFS SOCIO-TECHNIQUES D'INFORMATION ET DE COMMUNICATION (DISTIC)","Homme","Équivalent ou étranger",NA,"Etranger",TRUE,"internet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Master",2210790,"DROIT, ECONOMIE, GESTION","MANAGEMENT","MARKETING","Femme","Équivalent ou étranger",NA,"Etranger",TRUE,"internet","Boursier","Non","Non","Non",FALSE,"En recherche d'emploi","En recherche d'emploi","En recherche d'emploi","En recherche d'emploi",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Master",2216616,"DROIT, ECONOMIE, GESTION","DROIT INTERNATIONAL ET EUROPEEN","DROIT EUROPEEN DES AFFAIRES","Femme","Équivalent ou étranger","Étranger","Etranger",TRUE,"internet","Boursier","Non","Non","Non",FALSE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"CDI","Prof. libérale, indépendant,
chef d’entreprise, auto-entrepreneur",TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,2000,300,"Employeurs privés","Commerce, transports, hébergement et restauration","Co gérante "
2014,"Master",2211466,"SCIENCES HUMAINES ET SOCIALES","PSYCHOLOGIE","PSYCHOLOGIE CLINIQUE ET GERONTOLOGIQUE","Femme",NA,"Alpes-Maritimes","Alpes-Maritimes",TRUE,"internet","Non Boursier","Dans une autre formation","Dans une autre formation","Dans une autre formation",TRUE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"CDI","Prof. libérale, indépendant,
chef d’entreprise, auto-entrepreneur",TRUE,TRUE,FALSE,FALSE,"ingénieur ou cadre /cat. A","ingénieur ou cadre /cat. A",TRUE,TRUE,1300,540,"Employeurs privés","Santé humaine et action sociale","Psychologue"
2014,"LP",2006456,NA,"SYSTEMES INFORMATIQUES ET LOGICIELS","INFORMATIQUE MULTIMEDIA APPLIQUEE","Homme","Équivalent ou étranger",NA,"Hors PACA",TRUE,"internet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Master",2216999,"ARTS, LETTRES, LANGUES","LANGUES ETRANGERES","ESPAGNOL ENSEIGNEMENT","Femme","Équivalent ou étranger","Alpes-Maritimes","Etranger",TRUE,"téléphone","Non Boursier","Non","Non","Non",FALSE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"CDD","CDD",FALSE,FALSE,FALSE,FALSE,"ingénieur ou cadre /cat. A","ingénieur ou cadre /cat. A",TRUE,TRUE,1100,1100,"Fonction Publique","Enseignement","Professeure contractuelle d'espagnol"
2014,"Master",2202160,"SCIENCES, TECHNOLOGIES, SANTE","METHODES INFORMATIQUES APPLIQUEES A LA GESTION DES ENTREPRISES (MIAGE)","SYSTEMES D'INFORMATION ET MANAGEMENT DU RISQUE (SIRIS)","Femme","Équivalent ou étranger",NA,"Etranger",TRUE,"internet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Master",2210681,"DROIT, ECONOMIE, GESTION","DROIT PUBLIC","SANTE DES POPULATIONS","Femme","Équivalent ou étranger",NA,NA,TRUE,"téléphone","Non Boursier","Non","Dans une autre formation","Dans une autre formation",TRUE,"Ne recherche pas d'emploi",NA,"Ne recherche pas d'emploi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"LP",2006226,NA,"ELECTRICITE ET ELECTRONIQUE","ELECTROTECHNIQUE ET ENERGIES RENOUVELABLES","Homme","Équivalent ou étranger","Alpes-Maritimes","Etranger",TRUE,"internet","Non Boursier","Non",NA,"Non",NA,"En emploi","En recherche d'emploi","En emploi","En recherche d'emploi",TRUE,FALSE,"Prof. libérale, indépendant,
chef d’entreprise, auto-entrepreneur",NA,TRUE,NA,FALSE,NA,NA,"technicien ou agent de maîtrise / cat. B",TRUE,NA,1150,NA,"Employeurs privés","Activités spécialisées, scientifiques et techniques","Technicien en électricité et automatismes du bâtiment"
2014,"Master",2224824,"DROIT, ECONOMIE, GESTION","MANAGEMENT","RECHERCHE EN SCIENCES DE GESTION","Homme","Équivalent ou étranger",NA,"Etranger",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Master",2212318,"SCIENCES, TECHNOLOGIES, SANTE","SCIENCES ET TECHNIQUES DES ACTIVITES PHYSIQUES ET SPORTIVES","ACTIVITES PHYSIQUES POUR LA SANTE","Homme","Scientifique","Alpes-Maritimes","Hors PACA",TRUE,"téléphone","Non Boursier","Non","Non","Non",FALSE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"Prof. libérale, indépendant,
chef d’entreprise, auto-entrepreneur","Prof. libérale, indépendant,
chef d’entreprise, auto-entrepreneur",TRUE,TRUE,TRUE,TRUE,"ingénieur ou cadre /cat. A","ingénieur ou cadre /cat. A",TRUE,TRUE,4000,4000,"Employeurs privés","Santé humaine et action sociale","Médecin vasculaire libéral"
2014,"Master",2210328,"DROIT, ECONOMIE, GESTION","DROIT ECONOMIQUE ET DES AFFAIRES","JURISTE DU SPORT","Homme","Équivalent ou étranger",NA,"Alpes-Maritimes",TRUE,"internet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Master",2216682,"DROIT, ECONOMIE, GESTION","ORGANISATION DES FIRMES ET DES MARCHES, CONNAISSANCE ET INNOVATION","ECONOMIE ET MANAGEMENT DES ORGANISATIONS ET DES RESSOURCES HUMAINES","Femme","Équivalent ou étranger",NA,"Etranger",TRUE,"internet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Master",2214693,"DROIT, ECONOMIE, GESTION","DROIT INTERNATIONAL ET EUROPEEN","DROIT ET PRATIQUES DES AFFAIRES INTERNATIONALES","Femme","Économique et social","Hors PACA","Etranger",TRUE,"internet","Non Boursier","Non","Non","Non",FALSE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"CDI","CDI",TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,2300,2000,"Employeurs privés","Autres activités de service","Collaborateur"
2014,"Master",2220262,"DROIT, ECONOMIE, GESTION","DROIT ECONOMIQUE ET DES AFFAIRES","DROIT ECONOMIQUE ET DES AFFAIRES","Femme","Équivalent ou étranger",NA,"Etranger",TRUE,"téléphone","Non Boursier","En doctorat (Master) / en Master (LP)","En doctorat (Master) / en Master (LP)","En doctorat (Master) / en Master (LP)",TRUE,"Ne recherche pas d'emploi",NA,"Ne recherche pas d'emploi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Master",2210326,"DROIT, ECONOMIE, GESTION","DROIT ECONOMIQUE ET DES AFFAIRES","GESTION JURIDIQUE DES RISQUES ET DEVELOPPEMENT DURABLE","Femme","Équivalent ou étranger","Alpes-Maritimes","Etranger",TRUE,"téléphone","Boursier","Non","Non","Non",FALSE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"CDI","CDI",TRUE,TRUE,TRUE,TRUE,"ouvrier ou employé / cat. C","ouvrier ou employé / cat. C",FALSE,FALSE,1700,1700,"Employeurs privés","Activités de services administratifs et de soutien","Assistante juridique"
2014,"Master",2214690,"DROIT, ECONOMIE, GESTION","DROIT ECONOMIQUE ET DES AFFAIRES","JURISTE DE BANQUE ET FINANCE","Femme","Équivalent ou étranger","Alpes-Maritimes","Etranger",TRUE,"téléphone","Non Boursier","Dans une autre formation","Non","Non",TRUE,"En emploi","Ne recherche pas d'emploi","En emploi","Ne recherche pas d'emploi",TRUE,NA,"CDI",NA,TRUE,NA,FALSE,NA,NA,"ouvrier ou employé / cat. C",FALSE,NA,800,NA,"Employeurs privés","Commerce, transports, hébergement et restauration","Conseillere de vente en décoration d'interieur"
2014,"Master",2215124,"DROIT, ECONOMIE, GESTION","FINANCE INTERNATIONALE ET ECONOMIE DE LA MONDIALISATION (FIEM)","STRATEGIE D'ENTREPRISE ET DEVELOPPEMENT INTERNATIONAL","Homme","Équivalent ou étranger",NA,"Hors PACA",TRUE,"internet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Master",2202176,"SCIENCES, TECHNOLOGIES, SANTE","METHODES INFORMATIQUES APPLIQUEES A LA GESTION DES ENTREPRISES (MIAGE)","NOUVELLES TECHNOLOGIES ET DIRECTION DE PROJETS","Homme","Équivalent ou étranger",NA,"Etranger",TRUE,"internet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Master",2205702,"DROIT, ECONOMIE, GESTION","DROIT PUBLIC","METIERS DE L'IMMOBILIER ET DE L'URBANISME","Homme","Équivalent ou étranger",NA,"Etranger",TRUE,"internet","Boursier","Dans une autre formation","Dans une autre formation","Dans une autre formation",TRUE,"Ne recherche pas d'emploi",NA,"Ne recherche pas d'emploi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Master",2216646,"DROIT, ECONOMIE, GESTION","FINANCE INTERNATIONALE ET ECONOMIE DE LA MONDIALISATION (FIEM)","MANAGEMENT BANCAIRE ET FINANCE INTERNATIONALE","Femme","Équivalent ou étranger",NA,"Etranger",TRUE,"internet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Master",2210331,"DROIT, ECONOMIE, GESTION","FINANCE COMPTABILITE","INGENIERIE FINANCIERE","Homme","Équivalent ou étranger","Étranger","Etranger",TRUE,"internet","Non Boursier","Non","Non","Non",FALSE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"CDI","CDI",TRUE,TRUE,TRUE,TRUE,"technicien ou agent de maîtrise / cat. B","ingénieur ou cadre /cat. A",TRUE,TRUE,1000,1600,"Employeurs privés","Construction","Conseiller commercial en immobilier"
2014,"Master",2205826,"SCIENCES HUMAINES ET SOCIALES","DIDACTIQUE DES LANGUES ET DES DISCIPLINES","FLESM,DIDACTIQUE DU FRANCAIS LANGUE ETRANGERE,SECONDE ET MATERNELLE","Femme","Littéraire","Alpes-Maritimes","Alpes-Maritimes",TRUE,"internet","Non Boursier","Non","Non","Non",FALSE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"Prof. libérale, indépendant,
chef d’entreprise, auto-entrepreneur","Prof. libérale, indépendant,
chef d’entreprise, auto-entrepreneur",TRUE,TRUE,TRUE,TRUE,"ingénieur ou cadre /cat. A","ingénieur ou cadre /cat. A",TRUE,TRUE,1600,NA,"Employeurs privés","Commerce, transports, hébergement et restauration","Gérante de société "
2014,"Master",2216583,"DROIT, ECONOMIE, GESTION","ADMINISTRATION DES ENTREPRISES","DIRECTION D'ENTREPRISES","Femme","Équivalent ou étranger",NA,"Etranger",TRUE,"internet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Master",2216819,"SCIENCES HUMAINES ET SOCIALES","SOCIOLOGIE-SOCIOLOGIE DES MOBILITES","ETUDES ET DIAGNOSTICS SOCIOLOGIQUES","Femme","Équivalent ou étranger",NA,"Etranger",TRUE,"internet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Master",2225968,"SCIENCES HUMAINES ET SOCIALES","SOCIOLOGIE-SOCIOLOGIE DES MOBILITES","MIGRATIONS ET ALTERITES","Homme","Équivalent ou étranger","Alpes-Maritimes","Etranger",TRUE,"internet","Non Boursier","Dans une autre formation","Dans une autre formation","Non",TRUE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"Intérimaire",NA,FALSE,NA,FALSE,FALSE,"ouvrier ou employé / cat. C","ouvrier ou employé / cat. C",FALSE,FALSE,800,600,"Employeurs privés","Autres activités de service","agent de propreté "
2014,"Master",2222791,"SCIENCES HUMAINES ET SOCIALES","ETHNOLOGIE ""TRANSFORMATIONS DES SOCIETES CONTEMPORAINES""","CHANGEMENT POLITIQUE, POUVOIR, PRODUCTIONS CULTURELLES","Homme","Équivalent ou étranger",NA,"Etranger",TRUE,"internet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Master",2216682,"DROIT, ECONOMIE, GESTION","ORGANISATION DES FIRMES ET DES MARCHES, CONNAISSANCE ET INNOVATION","ECONOMIE ET MANAGEMENT DES ORGANISATIONS ET DES RESSOURCES HUMAINES","Femme","Équivalent ou étranger","Alpes-Maritimes","Etranger",TRUE,"téléphone","Non Boursier","Dans une autre formation","Dans une autre formation","Non",TRUE,"En emploi","Ne recherche pas d'emploi","En emploi","Ne recherche pas d'emploi",TRUE,NA,"CDD",NA,FALSE,NA,TRUE,NA,NA,"ouvrier ou employé / cat. C",FALSE,NA,1250,NA,"Employeurs privés","Information et communication","GUICHETIERE A LA POSTE"
2014,"Master",2206061,"SCIENCES, TECHNOLOGIES, SANTE","SCIENCES, TECHNOLOGIES, SANTE-INGENIERIE POUR LES SYSTEMES DE SANTE ET L'AUTONOMIE","MOBIQUITE,BASES DE DONNEES ET INTEGRATION DE SYSTEMES","Homme",NA,"Alpes-Maritimes","Alpes-Maritimes",TRUE,"téléphone","Non Boursier","Non","Non","Non",FALSE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"CDI","CDI",TRUE,TRUE,TRUE,TRUE,"ingénieur ou cadre /cat. A","ingénieur ou cadre /cat. A",TRUE,TRUE,2200,2200,"Employeurs privés","Autres activités de service","ingénieur développement "
2014,"Master",2215860,"SCIENCES HUMAINES ET SOCIALES","ENSEIGNEMENT, EDUCATION ET FORMATION (EEF)","EDUCATION, VIE SCOLAIRE ET SITUATION DE HANDICAP","Femme","Équivalent ou étranger",NA,"Hors PACA",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Master",2210329,"DROIT, ECONOMIE, GESTION","ORGANISATION DES FIRMES ET DES MARCHES, CONNAISSANCE ET INNOVATION","ECONOMIE ET MANAGEMENT DE L'ORGANISATION INDUSTRIELLE","Femme","Équivalent ou étranger",NA,"Etranger",TRUE,"internet","Non Boursier","Non","Non","Non",FALSE,"En emploi",NA,"En emploi",NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Master",2210329,"DROIT, ECONOMIE, GESTION","ORGANISATION DES FIRMES ET DES MARCHES, CONNAISSANCE ET INNOVATION","ECONOMIE ET MANAGEMENT DE L'ORGANISATION INDUSTRIELLE","Femme","Équivalent ou étranger","Étranger","Etranger",TRUE,"internet","Non Boursier","Non","Non","Non",FALSE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"CDD","CDD",FALSE,FALSE,TRUE,TRUE,"ingénieur ou cadre /cat. A","ingénieur ou cadre /cat. A",TRUE,TRUE,NA,NA,"Employeurs privés","Industries (manufacturières, extractives et autres)","Material Managment Specialist"
2014,"Master",2225558,"ARTS, LETTRES, LANGUES","LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)","ETUDES ANGLOPHONES","Homme","Technique ou technologique","Alpes-Maritimes","Hors PACA",TRUE,"téléphone",NA,"Non","Non","Non",FALSE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"Fonctionnaire","Fonctionnaire",TRUE,TRUE,TRUE,TRUE,"ingénieur ou cadre /cat. A","ingénieur ou cadre /cat. A",TRUE,TRUE,2150,2150,"Fonction Publique","Enseignement","Professeur d'économie gestion"
